"","x"
"1",0.247311827956989
"2",0.258064516129032
"3",0.387096774193548
"4",0.424731182795699
"5",0.586021505376344
"6",0.596774193548387
"7",0.559139784946237
"8",0.623655913978495
"9",0.623655913978495
"10",0.650537634408602
"11",0.67741935483871
"12",0.698924731182796
"13",0.698924731182796
"14",0.698924731182796
"15",0.698924731182796
"16",0.698924731182796
"17",0.693548387096774
"18",0.688172043010753
"19",0.698924731182796
"20",0.693548387096774
"21",0.704301075268817
"22",0.71505376344086
"23",0.71505376344086
"24",0.71505376344086
"25",0.720430107526882
"26",0.720430107526882
"27",0.725806451612903
"28",0.725806451612903
"29",0.725806451612903
"30",0.725806451612903
"31",0.725806451612903
"32",0.71505376344086
"33",0.71505376344086
"34",0.71505376344086
"35",0.720430107526882
"36",0.71505376344086
"37",0.725806451612903
"38",0.725806451612903
"39",0.720430107526882
"40",0.720430107526882
"41",0.720430107526882
"42",0.720430107526882
"43",0.720430107526882
"44",0.720430107526882
"45",0.720430107526882
"46",0.720430107526882
"47",0.720430107526882
"48",0.720430107526882
"49",0.720430107526882
"50",0.720430107526882
"51",0.720430107526882
"52",0.720430107526882
"53",0.720430107526882
"54",0.720430107526882
"55",0.720430107526882
"56",0.720430107526882
"57",0.720430107526882
"58",0.720430107526882
"59",0.720430107526882
"60",0.725806451612903
"61",0.725806451612903
"62",0.720430107526882
"63",0.720430107526882
"64",0.720430107526882
"65",0.720430107526882
"66",0.720430107526882
"67",0.720430107526882
"68",0.720430107526882
"69",0.720430107526882
"70",0.720430107526882
"71",0.720430107526882
"72",0.720430107526882
"73",0.720430107526882
"74",0.720430107526882
"75",0.720430107526882
"76",0.720430107526882
"77",0.725806451612903
"78",0.725806451612903
"79",0.725806451612903
"80",0.725806451612903
"81",0.725806451612903
"82",0.725806451612903
"83",0.725806451612903
"84",0.725806451612903
"85",0.725806451612903
"86",0.725806451612903
"87",0.725806451612903
"88",0.725806451612903
"89",0.725806451612903
"90",0.725806451612903
"91",0.725806451612903
"92",0.725806451612903
"93",0.731182795698925
"94",0.725806451612903
"95",0.731182795698925
"96",0.725806451612903
"97",0.725806451612903
"98",0.725806451612903
"99",0.725806451612903
"100",0.731182795698925
"101",0.731182795698925
"102",0.731182795698925
"103",0.731182795698925
"104",0.731182795698925
"105",0.731182795698925
"106",0.731182795698925
"107",0.731182795698925
"108",0.731182795698925
"109",0.731182795698925
"110",0.731182795698925
"111",0.731182795698925
"112",0.731182795698925
"113",0.731182795698925
"114",0.731182795698925
"115",0.731182795698925
"116",0.731182795698925
"117",0.731182795698925
"118",0.731182795698925
"119",0.731182795698925
"120",0.731182795698925
"121",0.731182795698925
"122",0.731182795698925
"123",0.725806451612903
"124",0.731182795698925
"125",0.731182795698925
"126",0.731182795698925
"127",0.731182795698925
"128",0.731182795698925
"129",0.725806451612903
"130",0.731182795698925
"131",0.731182795698925
"132",0.731182795698925
"133",0.731182795698925
"134",0.731182795698925
"135",0.731182795698925
"136",0.731182795698925
"137",0.731182795698925
"138",0.731182795698925
"139",0.731182795698925
"140",0.731182795698925
"141",0.731182795698925
"142",0.731182795698925
"143",0.731182795698925
"144",0.731182795698925
"145",0.731182795698925
"146",0.731182795698925
"147",0.731182795698925
"148",0.731182795698925
"149",0.731182795698925
"150",0.731182795698925
"151",0.731182795698925
"152",0.731182795698925
"153",0.731182795698925
"154",0.731182795698925
"155",0.731182795698925
"156",0.731182795698925
"157",0.731182795698925
"158",0.731182795698925
"159",0.731182795698925
"160",0.731182795698925
"161",0.731182795698925
"162",0.731182795698925
"163",0.731182795698925
"164",0.731182795698925
"165",0.731182795698925
"166",0.731182795698925
"167",0.731182795698925
"168",0.731182795698925
"169",0.731182795698925
"170",0.731182795698925
"171",0.731182795698925
"172",0.731182795698925
"173",0.731182795698925
"174",0.731182795698925
"175",0.731182795698925
"176",0.731182795698925
"177",0.731182795698925
"178",0.731182795698925
"179",0.731182795698925
"180",0.731182795698925
"181",0.731182795698925
"182",0.731182795698925
"183",0.731182795698925
"184",0.731182795698925
"185",0.731182795698925
