"","x"
"1",0.139784946236559
"2",0.139784946236559
"3",0.150537634408602
"4",0.145161290322581
"5",0.172043010752688
"6",0.188172043010753
"7",0.182795698924731
"8",0.188172043010753
"9",0.17741935483871
"10",0.182795698924731
"11",0.188172043010753
"12",0.182795698924731
"13",0.182795698924731
"14",0.182795698924731
"15",0.182795698924731
"16",0.182795698924731
"17",0.182795698924731
"18",0.188172043010753
"19",0.198924731182796
"20",0.193548387096774
"21",0.193548387096774
"22",0.198924731182796
"23",0.193548387096774
"24",0.193548387096774
"25",0.198924731182796
"26",0.193548387096774
"27",0.193548387096774
"28",0.193548387096774
"29",0.198924731182796
"30",0.204301075268817
"31",0.209677419354839
"32",0.209677419354839
"33",0.204301075268817
"34",0.204301075268817
"35",0.204301075268817
"36",0.209677419354839
"37",0.21505376344086
"38",0.220430107526882
"39",0.21505376344086
"40",0.209677419354839
"41",0.209677419354839
"42",0.209677419354839
"43",0.209677419354839
"44",0.209677419354839
"45",0.204301075268817
"46",0.204301075268817
"47",0.204301075268817
"48",0.204301075268817
"49",0.204301075268817
"50",0.204301075268817
"51",0.204301075268817
"52",0.204301075268817
"53",0.204301075268817
"54",0.21505376344086
"55",0.209677419354839
"56",0.209677419354839
"57",0.209677419354839
"58",0.209677419354839
"59",0.209677419354839
"60",0.209677419354839
"61",0.209677419354839
"62",0.209677419354839
"63",0.21505376344086
"64",0.209677419354839
"65",0.209677419354839
"66",0.21505376344086
"67",0.209677419354839
"68",0.209677419354839
"69",0.209677419354839
"70",0.209677419354839
"71",0.220430107526882
"72",0.220430107526882
"73",0.220430107526882
"74",0.220430107526882
"75",0.225806451612903
"76",0.225806451612903
"77",0.225806451612903
"78",0.225806451612903
"79",0.225806451612903
"80",0.225806451612903
"81",0.225806451612903
"82",0.225806451612903
"83",0.225806451612903
"84",0.225806451612903
"85",0.225806451612903
"86",0.225806451612903
"87",0.220430107526882
"88",0.220430107526882
"89",0.220430107526882
"90",0.220430107526882
"91",0.225806451612903
"92",0.220430107526882
"93",0.220430107526882
"94",0.220430107526882
"95",0.220430107526882
"96",0.220430107526882
"97",0.220430107526882
"98",0.220430107526882
"99",0.220430107526882
"100",0.21505376344086
"101",0.21505376344086
"102",0.209677419354839
"103",0.209677419354839
"104",0.209677419354839
"105",0.209677419354839
"106",0.209677419354839
"107",0.209677419354839
"108",0.21505376344086
"109",0.209677419354839
"110",0.209677419354839
"111",0.209677419354839
"112",0.209677419354839
"113",0.209677419354839
"114",0.209677419354839
"115",0.209677419354839
"116",0.209677419354839
"117",0.209677419354839
"118",0.209677419354839
"119",0.209677419354839
"120",0.209677419354839
"121",0.209677419354839
"122",0.204301075268817
"123",0.204301075268817
"124",0.204301075268817
"125",0.204301075268817
"126",0.204301075268817
"127",0.204301075268817
"128",0.204301075268817
"129",0.204301075268817
"130",0.204301075268817
"131",0.204301075268817
"132",0.204301075268817
"133",0.209677419354839
"134",0.209677419354839
"135",0.204301075268817
"136",0.204301075268817
"137",0.204301075268817
"138",0.209677419354839
"139",0.209677419354839
"140",0.209677419354839
"141",0.209677419354839
"142",0.209677419354839
"143",0.209677419354839
"144",0.209677419354839
"145",0.209677419354839
"146",0.204301075268817
"147",0.209677419354839
"148",0.209677419354839
"149",0.209677419354839
"150",0.209677419354839
"151",0.209677419354839
"152",0.209677419354839
"153",0.209677419354839
"154",0.209677419354839
"155",0.209677419354839
"156",0.209677419354839
"157",0.204301075268817
"158",0.204301075268817
"159",0.204301075268817
"160",0.204301075268817
"161",0.204301075268817
"162",0.204301075268817
"163",0.204301075268817
"164",0.204301075268817
"165",0.204301075268817
"166",0.204301075268817
"167",0.204301075268817
"168",0.204301075268817
"169",0.204301075268817
"170",0.204301075268817
"171",0.204301075268817
"172",0.204301075268817
"173",0.204301075268817
"174",0.204301075268817
"175",0.204301075268817
"176",0.204301075268817
"177",0.204301075268817
"178",0.204301075268817
"179",0.204301075268817
"180",0.204301075268817
"181",0.204301075268817
"182",0.204301075268817
"183",0.204301075268817
"184",0.204301075268817
"185",0.204301075268817
