"","x"
"1",0.247311827956989
"2",0.543010752688172
"3",0.623655913978495
"4",0.698924731182796
"5",0.731182795698925
"6",0.758064516129032
"7",0.71505376344086
"8",0.736559139784946
"9",0.731182795698925
"10",0.71505376344086
"11",0.752688172043011
"12",0.747311827956989
"13",0.741935483870968
"14",0.758064516129032
"15",0.736559139784946
"16",0.741935483870968
"17",0.747311827956989
"18",0.752688172043011
"19",0.78494623655914
"20",0.779569892473118
"21",0.763440860215054
"22",0.752688172043011
"23",0.779569892473118
"24",0.78494623655914
"25",0.774193548387097
"26",0.774193548387097
"27",0.774193548387097
"28",0.779569892473118
"29",0.768817204301075
"30",0.774193548387097
"31",0.779569892473118
"32",0.774193548387097
"33",0.763440860215054
"34",0.763440860215054
"35",0.758064516129032
"36",0.752688172043011
"37",0.763440860215054
"38",0.741935483870968
"39",0.741935483870968
"40",0.731182795698925
"41",0.741935483870968
"42",0.725806451612903
"43",0.709677419354839
"44",0.704301075268817
"45",0.720430107526882
"46",0.731182795698925
"47",0.720430107526882
"48",0.736559139784946
"49",0.736559139784946
"50",0.752688172043011
"51",0.747311827956989
"52",0.741935483870968
"53",0.736559139784946
"54",0.720430107526882
"55",0.71505376344086
"56",0.709677419354839
"57",0.704301075268817
"58",0.709677419354839
"59",0.698924731182796
"60",0.693548387096774
"61",0.682795698924731
"62",0.682795698924731
"63",0.682795698924731
"64",0.688172043010753
"65",0.67741935483871
"66",0.67741935483871
"67",0.67741935483871
"68",0.682795698924731
"69",0.672043010752688
"70",0.666666666666667
"71",0.661290322580645
"72",0.655913978494624
"73",0.655913978494624
"74",0.650537634408602
"75",0.655913978494624
"76",0.645161290322581
"77",0.650537634408602
"78",0.655913978494624
"79",0.655913978494624
"80",0.655913978494624
"81",0.650537634408602
"82",0.661290322580645
"83",0.655913978494624
"84",0.655913978494624
"85",0.661290322580645
"86",0.655913978494624
"87",0.661290322580645
"88",0.661290322580645
"89",0.666666666666667
"90",0.666666666666667
"91",0.661290322580645
"92",0.661290322580645
"93",0.661290322580645
"94",0.666666666666667
"95",0.672043010752688
"96",0.672043010752688
"97",0.666666666666667
"98",0.672043010752688
"99",0.67741935483871
"100",0.661290322580645
"101",0.666666666666667
"102",0.666666666666667
"103",0.666666666666667
"104",0.672043010752688
"105",0.666666666666667
"106",0.67741935483871
"107",0.661290322580645
"108",0.661290322580645
"109",0.655913978494624
"110",0.661290322580645
"111",0.650537634408602
"112",0.650537634408602
"113",0.650537634408602
"114",0.650537634408602
"115",0.645161290322581
"116",0.661290322580645
"117",0.650537634408602
"118",0.655913978494624
"119",0.655913978494624
"120",0.666666666666667
"121",0.650537634408602
"122",0.650537634408602
"123",0.650537634408602
"124",0.650537634408602
"125",0.655913978494624
"126",0.655913978494624
"127",0.650537634408602
"128",0.650537634408602
"129",0.650537634408602
"130",0.645161290322581
"131",0.645161290322581
"132",0.645161290322581
"133",0.650537634408602
"134",0.655913978494624
"135",0.650537634408602
"136",0.645161290322581
"137",0.645161290322581
"138",0.645161290322581
"139",0.645161290322581
"140",0.639784946236559
"141",0.629032258064516
"142",0.650537634408602
"143",0.650537634408602
"144",0.650537634408602
"145",0.634408602150538
"146",0.639784946236559
"147",0.645161290322581
"148",0.639784946236559
"149",0.650537634408602
"150",0.639784946236559
"151",0.639784946236559
"152",0.639784946236559
"153",0.634408602150538
"154",0.634408602150538
"155",0.645161290322581
"156",0.645161290322581
"157",0.650537634408602
"158",0.650537634408602
"159",0.645161290322581
"160",0.639784946236559
"161",0.639784946236559
"162",0.639784946236559
"163",0.639784946236559
"164",0.645161290322581
"165",0.645161290322581
"166",0.645161290322581
"167",0.645161290322581
"168",0.645161290322581
"169",0.645161290322581
"170",0.645161290322581
"171",0.645161290322581
"172",0.645161290322581
"173",0.645161290322581
"174",0.645161290322581
"175",0.645161290322581
"176",0.645161290322581
"177",0.645161290322581
"178",0.650537634408602
"179",0.645161290322581
"180",0.645161290322581
"181",0.645161290322581
"182",0.639784946236559
"183",0.639784946236559
"184",0.639784946236559
